model;vendor;price;quantity
Samsung Galaxy S7/Edge; Samsung Electronics;373;3
HTC One S; HTC;317;6
Xiaomi Mi Note 10/Pro; Xiaomi;234;9
Moto E (1st generation); Motorola Mobility;353;2
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;8
ZTE Blade G/Lux; ZTE;400;8
OnePlus 8 Pro; OnePlus;390;1
Samsung Galaxy Xcover 3; Samsung Electronics;473;8
ZTE Blade G2; ZTE;243;1
Pixel 5; Google;408;3
Samsung Galaxy A9 (2016); Samsung Electronics;300;1
HTC Sensation XL; HTC;309;7
HTC Raider 4G; HTC;286;1
OnePlus Nord N100; OnePlus;397;8
HTC One V; HTC;240;7
Xiaomi Mi A3; Xiaomi;253;7
HTC Sensation XE; HTC;481;6
LG Velvet; LG Electronics;496;4
HTC Sensation XE; HTC;481;6
Xiaomi Mi 9T Pro; Xiaomi;430;4
ZTE Blade G/Lux; ZTE;400;4
HTC Rhyme; HTC;201;5
HTC Evo 3D; HTC;248;9
ZTE Blade S6; ZTE;219;7
HTC One X/XL; HTC;352;2
Pixel 3/XL; Google;272;9
HTC One V; HTC;240;3
Xiaomi Mi 9T Pro; Xiaomi;430;7
HTC Sensation XL; HTC;309;7
OnePlus Nord N100; OnePlus;397;7
Samsung Galaxy A8/Duos; Samsung Electronics;402;4
Xiaomi Mi Note 10/Pro; Xiaomi;234;6
HTC One V; HTC;240;8
Xiaomi Mi 9T Pro; Xiaomi;430;6
BlackBerry KeyOne; BlackBerry Mobile;346;6
Moto G (3rd generation); Motorola Mobility;206;3
ZTE Blade S6; ZTE;219;9
OnePlus 8 Pro; OnePlus;390;9
OnePlus 9; OnePlus;386;8
HTC Raider 4G; HTC;286;2
ZTE Blade L2; ZTE;244;9
Samsung Galaxy S7/Edge; Samsung Electronics;373;5
HTC Sensation XL; HTC;309;5
Samsung Galaxy A5 Duos; Samsung Electronics;200;5
Xiaomi Mi 9T Pro; Xiaomi;430;6
HTC Droid Incredible 4G LTE; HTC;290;6
HTC One V; HTC;240;4
ZTE Director; ZTE;432;8
Samsung Galaxy A3/Duos; Samsung Electronics;407;4
Pixel 4/XL; Google;410;4
BlackBerry Key2; BlackBerry Mobile;247;8
Oppo Find; Oppo;334;4
HTC Rhyme; HTC;201;2
BlackBerry Motion; BlackBerry Mobile;383;9
OnePlus 8; OnePlus;283;2
Moto G4; Motorola Mobility;339;1
ZTE Director; ZTE;432;8
OnePlus 7T Pro; OnePlus;329;8
Pixel 2/XL; Google;347;1
Moto G (2nd generation); Motorola Mobility;206;7
Moto X Play; Motorola Mobility;437;9
Moto E (1st generation); Motorola Mobility;353;6
HTC Desire VC; HTC;360;2
OnePlus Nord N100; OnePlus;397;6
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;6
HTC Desire V; HTC;359;3
ZTE Blade C V807; ZTE;229;3
Pixel 2/XL; Google;347;1
Moto G (2nd generation); Motorola Mobility;206;4
Moto G (3rd generation); Motorola Mobility;206;3
BlackBerry Key2; BlackBerry Mobile;247;8
BlackBerry KeyOne; BlackBerry Mobile;346;7
HTC Droid Incredible 4G LTE; HTC;290;7
HTC One X/XL; HTC;352;2
OnePlus 9 Pro; OnePlus;483;9
ZTE Blade V; ZTE;360;8
HTC Rezound; HTC;209;2
Pixel 4a; Google;289;2
Samsung Galaxy Xcover 3; Samsung Electronics;473;4
Xiaomi Black Shark 2 Pro; Xiaomi;346;9
ZTE Blade Vec 3G/4G; ZTE;447;8
OnePlus 8 Pro; OnePlus;390;6
HTC Evo 4G LTE; HTC;477;6
LG Velvet; LG Electronics;496;1
Moto X (2nd generation); Motorola Mobility;286;3
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;7
Samsung Galaxy A5; Samsung Electronics;428;1
ZTE Blade S6; ZTE;219;7
OnePlus 8T; OnePlus;328;6
Xiaomi Mi Note 10/Pro; Xiaomi;234;9
ZTE Blade G/Lux; ZTE;400;7
ZTE Director; ZTE;432;6
Xiaomi Black Shark 2 Pro; Xiaomi;346;6
BlackBerry Key2; BlackBerry Mobile;247;4
HTC Evo Design 4G; HTC;491;4
HTC One S C2; HTC;462;2
Samsung Galaxy Note Edge; Samsung Electronics;264;6
Pixel 3/XL; Google;272;1
ZTE Blade S6; ZTE;219;9
Samsung Galaxy A3/Duos; Samsung Electronics;407;3
Pixel 4/XL; Google;410;8
HTC One S; HTC;317;5
ZTE Blade L2; ZTE;244;2
HTC Rhyme; HTC;201;9
Moto G4; Motorola Mobility;339;7
OnePlus Nord N100; OnePlus;397;7
Samsung Galaxy A7/Duos; Samsung Electronics;426;5
Samsung Galaxy A7/Duos; Samsung Electronics;426;5
HTC One V; HTC;240;6
OnePlus 7T; OnePlus;341;2
OnePlus 8; OnePlus;283;7
HTC Desire C; HTC;199;8
ZTE Director; ZTE;432;4
LG Velvet; LG Electronics;496;1
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;3
OnePlus 9; OnePlus;386;6
Moto G (3rd generation); Motorola Mobility;206;6
ZTE Blade G/Lux; ZTE;400;6
HTC One V; HTC;240;5
Samsung Galaxy S6 Edge+; Samsung Electronics;434;6
Moto E3; Motorola Mobility;341;1
HTC Evo 4G LTE; HTC;477;5
Samsung Galaxy Xcover 3; Samsung Electronics;473;2
HTC One S; HTC;317;5
Samsung Galaxy A5 Duos; Samsung Electronics;200;3
HTC Salsa; HTC;257;2
LG K22; LG Electronics;315;1
Moto E3; Motorola Mobility;341;2
Moto E (2nd generation); Motorola Mobility;358;1
ZTE Blade Vec 3G/4G; ZTE;447;1
ZTE Blade G V880G; ZTE;274;3
LG Velvet; LG Electronics;496;7
Oppo Find; Oppo;334;1
ZTE Blade C V807; ZTE;229;7
HTC Amaze 4G; HTC;227;6
HTC Desire C; HTC;199;1
ZTE Blade III Pro; ZTE;234;4
Samsung Galaxy Note Edge; Samsung Electronics;264;1
Pixel 5; Google;408;2
Xiaomi Mi 9T Pro; Xiaomi;430;9
Pixel 3/XL; Google;272;3
HTC Sensation XE; HTC;481;8
HTC One S; HTC;317;4
Samsung Galaxy A5 Duos; Samsung Electronics;200;3
Moto G (2nd generation); Motorola Mobility;206;5
HTC Raider 4G; HTC;286;3
Samsung Galaxy A7/Duos; Samsung Electronics;426;7
HTC Evo 3D; HTC;248;4
Samsung Galaxy A5; Samsung Electronics;428;8
Moto G (2nd generation); Motorola Mobility;206;6
OnePlus 7T Pro; OnePlus;329;3
OnePlus 8; OnePlus;283;2
HTC One S; HTC;317;7
LG Velvet; LG Electronics;496;9
HTC Explorer; HTC;396;6
Pixel 4a; Google;289;8
OnePlus 9; OnePlus;386;2
HTC Rhyme; HTC;201;3
Pixel 2/XL; Google;347;6
OnePlus 7T; OnePlus;341;2
HTC Desire C; HTC;199;4
HTC Rezound; HTC;209;3
Pixel 4a; Google;289;1
ZTE Blade V; ZTE;360;9
Xiaomi Mi 9/SE; Xiaomi;471;8
OnePlus Nord N10 5G; OnePlus;414;5
LG Q92 5G; LG Electronics;216;5
Xiaomi Mi 9T Pro; Xiaomi;430;2
HTC Raider 4G; HTC;286;9
BlackBerry Aurora; BlackBerry Mobile;429;7
HTC Desire VC; HTC;360;3
OnePlus 9 Pro; OnePlus;483;4
Pixel 4a; Google;289;1
Pixel 3/XL; Google;272;9
HTC Amaze 4G; HTC;227;3
HTC Desire VC; HTC;360;3
ZTE Blade Vec 3G/4G; ZTE;447;5
HTC Raider 4G; HTC;286;4
Samsung Galaxy S6 Edge+; Samsung Electronics;434;5
OnePlus Nord N10 5G; OnePlus;414;3
Pixel 4a (5G); Google;469;6
Xiaomi Mi Note 10/Pro; Xiaomi;234;5
Xiaomi Mi Note 10/Pro; Xiaomi;234;9
Xiaomi Mi Note 10/Pro; Xiaomi;234;2
Samsung Galaxy A5; Samsung Electronics;428;9
Oppo Find; Oppo;334;9
HTC Droid Incredible 4G LTE; HTC;290;3
BlackBerry Motion; BlackBerry Mobile;383;9
Moto E3; Motorola Mobility;341;6
HTC Raider 4G; HTC;286;9
Samsung Galaxy A5; Samsung Electronics;428;6
OnePlus 9; OnePlus;386;5
Xiaomi Mi MIX 3 5G; Xiaomi;396;3
LG Q61; LG Electronics;326;3
Samsung Galaxy A5; Samsung Electronics;428;1
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;8
Xiaomi Mi 9T; Xiaomi;388;7
Pixel 2/XL; Google;347;4
BlackBerry KeyOne; BlackBerry Mobile;346;7
Samsung Galaxy S6 Edge+; Samsung Electronics;434;4
Xiaomi Mi A3; Xiaomi;253;2
OnePlus Nord N100; OnePlus;397;9
BlackBerry Motion; BlackBerry Mobile;383;4
HTC Evo 4G LTE; HTC;477;3
OnePlus 9 Pro; OnePlus;483;8
ZTE Blade Vec 3G/4G; ZTE;447;5
HTC Salsa; HTC;257;2
HTC One S; HTC;317;8
HTC One S C2; HTC;462;5
HTC Rezound; HTC;209;9
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;3
Xiaomi Mi 9 Lite; Xiaomi;417;3
LG Q61; LG Electronics;326;6
OnePlus 7T Pro; OnePlus;329;9
Samsung Galaxy A8/Duos; Samsung Electronics;402;2
OnePlus 7T Pro; OnePlus;329;9
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;7
HTC One S C2; HTC;462;6
Moto E (2nd generation); Motorola Mobility;358;8
HTC Evo Design 4G; HTC;491;8
OnePlus Nord; OnePlus;425;5
Moto E3; Motorola Mobility;341;7
ZTE Blade V; ZTE;360;4
Moto G (2nd generation); Motorola Mobility;206;5
Moto G (3rd generation); Motorola Mobility;206;1
Samsung Galaxy Xcover 3; Samsung Electronics;473;5
HTC One S; HTC;317;7
Moto G (2nd generation); Motorola Mobility;206;1
Moto G (3rd generation); Motorola Mobility;206;9
Pixel 2/XL; Google;347;4
OnePlus 9; OnePlus;386;8
HTC Sensation XE; HTC;481;1
Samsung Galaxy S6 Edge+; Samsung Electronics;434;7
Samsung Galaxy A8/Duos; Samsung Electronics;402;1
Samsung Galaxy A9 (2016); Samsung Electronics;300;9
HTC Sensation XL; HTC;309;8
HTC Salsa; HTC;257;3
ZTE Blade G/Lux; ZTE;400;3
HTC Desire C; HTC;199;2
LG Q61; LG Electronics;326;3
HTC Droid Incredible 4G LTE; HTC;290;4
OnePlus 7T Pro; OnePlus;329;4
HTC Desire V; HTC;359;7
LG Q92 5G; LG Electronics;216;7
HTC Sensation XE; HTC;481;5
ZTE Blade Q/Maxi/Mini; ZTE;374;2
HTC Desire VC; HTC;360;3
ZTE Blade Vec 3G/4G; ZTE;447;9
Samsung Galaxy S6 Edge+; Samsung Electronics;434;6
BlackBerry KeyOne; BlackBerry Mobile;346;1
ZTE Blade L2; ZTE;244;7
Pixel 4a; Google;289;7
ZTE Blade III Pro; ZTE;234;4
LG K31; LG Electronics;270;2
ZTE Blade Q/Maxi/Mini; ZTE;374;9
Samsung Galaxy A7/Duos; Samsung Electronics;426;9
Pixel 3a/XL; Google;365;5
ZTE Blade Q/Maxi/Mini; ZTE;374;8
ZTE Blade V; ZTE;360;8
OnePlus 8T; OnePlus;328;1
OnePlus 9; OnePlus;386;8
ZTE Blade Q/Maxi/Mini; ZTE;374;5
Xiaomi Mi Note 10/Pro; Xiaomi;234;8
ZTE Blade V; ZTE;360;5
HTC Rhyme; HTC;201;3
HTC Explorer; HTC;396;9
Xiaomi Black Shark 2; Xiaomi;258;7
Samsung Galaxy S6 Edge+; Samsung Electronics;434;9
Pixel 3a/XL; Google;365;5
Moto E (1st generation); Motorola Mobility;353;7
Moto X Style; Motorola Mobility;232;2
HTC Sensation XL; HTC;309;9
HTC Desire C; HTC;199;9
Xiaomi Mi 9/SE; Xiaomi;471;1
OnePlus 9 Pro; OnePlus;483;7
BlackBerry Key2; BlackBerry Mobile;247;5
HTC Desire VC; HTC;360;6
Samsung Galaxy Note Edge; Samsung Electronics;264;9
LG Q61; LG Electronics;326;8
Pixel 2/XL; Google;347;2
Xiaomi Mi A3; Xiaomi;253;2
ZTE Blade G2; ZTE;243;3
Moto X Style; Motorola Mobility;232;7
OnePlus Nord; OnePlus;425;4
BlackBerry Motion; BlackBerry Mobile;383;9
HTC Raider 4G; HTC;286;2
BlackBerry KeyOne; BlackBerry Mobile;346;4
Samsung Galaxy S6 Edge+; Samsung Electronics;434;1
LG K22; LG Electronics;315;1
Samsung Galaxy A8/Duos; Samsung Electronics;402;5
HTC Explorer; HTC;396;4
Moto E (1st generation); Motorola Mobility;353;4
ZTE Blade S6; ZTE;219;5
Samsung Galaxy S6 Edge+; Samsung Electronics;434;9
BlackBerry Aurora; BlackBerry Mobile;429;8
HTC Droid Incredible 4G LTE; HTC;290;1
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;5
LG Q61; LG Electronics;326;4
Pixel 4a; Google;289;2
Moto X (2nd generation); Motorola Mobility;286;9
Pixel 4a; Google;289;7
Samsung Galaxy Xcover 3; Samsung Electronics;473;8
Xiaomi Mi Note 10/Pro; Xiaomi;234;5
Samsung Galaxy A3/Duos; Samsung Electronics;407;9
Pixel 5; Google;408;9
Xiaomi Mi A3; Xiaomi;253;1
Pixel 4/XL; Google;410;3
Pixel 4a (5G); Google;469;4
Samsung Galaxy A7/Duos; Samsung Electronics;426;7
HTC One V; HTC;240;4
Moto E (1st generation); Motorola Mobility;353;1
OnePlus 8; OnePlus;283;3
Samsung Galaxy A3/Duos; Samsung Electronics;407;1
Motorola Droid Turbo; Motorola Mobility;444;5
HTC Desire VC; HTC;360;4
BlackBerry Key2; BlackBerry Mobile;247;6
Xiaomi Mi 9T Pro; Xiaomi;430;5
OnePlus Nord; OnePlus;425;7
Moto E (2nd generation); Motorola Mobility;358;4
LG K31; LG Electronics;270;3
Moto E (2nd generation); Motorola Mobility;358;9
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;5
Oppo Find; Oppo;334;5
OnePlus 8; OnePlus;283;4
HTC Evo 4G LTE; HTC;477;3
Samsung Galaxy A5 Duos; Samsung Electronics;200;6
Samsung Galaxy A3/Duos; Samsung Electronics;407;5
Pixel 4a (5G); Google;469;9
HTC One X/XL; HTC;352;3
BlackBerry Motion; BlackBerry Mobile;383;7
ZTE Blade G/Lux; ZTE;400;2
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;8
Xiaomi Mi 9T; Xiaomi;388;6
Xiaomi Mi Note 10/Pro; Xiaomi;234;1
LG K22; LG Electronics;315;3
ZTE Blade Vec 3G/4G; ZTE;447;7
Samsung Galaxy A8/Duos; Samsung Electronics;402;4
LG K42/K71; LG Electronics;416;3
Moto G4; Motorola Mobility;339;1
ZTE Blade V; ZTE;360;2
Xiaomi Black Shark 2; Xiaomi;258;2
HTC Evo Design 4G; HTC;491;1
Moto X Style; Motorola Mobility;232;3
HTC Droid Incredible 4G LTE; HTC;290;3
HTC Desire V; HTC;359;3
HTC One S C2; HTC;462;2
LG Q92 5G; LG Electronics;216;5
ZTE Blade G2; ZTE;243;4
Oppo Find; Oppo;334;6
Xiaomi Mi A3; Xiaomi;253;1
BlackBerry KeyOne; BlackBerry Mobile;346;4
Xiaomi Mi 9T Pro; Xiaomi;430;4
HTC Desire C; HTC;199;5
Xiaomi Mi 9T; Xiaomi;388;1
Xiaomi Mi 9/SE; Xiaomi;471;4
OnePlus 8; OnePlus;283;4
Samsung Galaxy S7/Edge; Samsung Electronics;373;8
Moto G4; Motorola Mobility;339;8
HTC One S; HTC;317;7
Xiaomi Mi A3; Xiaomi;253;7
HTC Amaze 4G; HTC;227;8
Pixel 3a/XL; Google;365;9
Moto X Style; Motorola Mobility;232;2
Samsung Galaxy A5 Duos; Samsung Electronics;200;9
Xiaomi Mi 9T Pro; Xiaomi;430;8
ZTE Blade V; ZTE;360;3
Moto G (3rd generation); Motorola Mobility;206;4
Moto E (2nd generation); Motorola Mobility;358;2
HTC Salsa; HTC;257;2
Pixel 2/XL; Google;347;6
HTC Sensation XL; HTC;309;1
LG K22; LG Electronics;315;2
Pixel 4/XL; Google;410;3
Samsung Galaxy Xcover 3; Samsung Electronics;473;7
ZTE Blade C V807; ZTE;229;8
HTC Explorer; HTC;396;7
OnePlus 9 Pro; OnePlus;483;6
Xiaomi Mi MIX 3 5G; Xiaomi;396;2
Pixel 5; Google;408;2
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;9
Samsung Galaxy A9 (2016); Samsung Electronics;300;6
BlackBerry KeyOne; BlackBerry Mobile;346;2
LG Q92 5G; LG Electronics;216;8
HTC One V; HTC;240;9
Samsung Galaxy A5 Duos; Samsung Electronics;200;7
HTC One X/XL; HTC;352;6
HTC Sensation XE; HTC;481;3
HTC Rhyme; HTC;201;1
Pixel 3a/XL; Google;365;7
LG K42/K71; LG Electronics;416;3
Moto X Play; Motorola Mobility;437;6
OnePlus Nord N100; OnePlus;397;5
LG Q61; LG Electronics;326;8
Samsung Galaxy A7/Duos; Samsung Electronics;426;3
ZTE Director; ZTE;432;5
OnePlus Nord N10 5G; OnePlus;414;1
Moto E (1st generation); Motorola Mobility;353;9
OnePlus Nord N10 5G; OnePlus;414;7
LG K22; LG Electronics;315;7
Samsung Galaxy Xcover 3; Samsung Electronics;473;4
Xiaomi Black Shark 2; Xiaomi;258;8
Xiaomi Mi Note 10/Pro; Xiaomi;234;1
Samsung Galaxy A8/Duos; Samsung Electronics;402;9
Samsung Galaxy A5; Samsung Electronics;428;5
HTC One V; HTC;240;1
Pixel 3/XL; Google;272;6
Xiaomi Mi A3; Xiaomi;253;6
HTC Desire V; HTC;359;2
OnePlus 9; OnePlus;386;8
Samsung Galaxy A3/Duos; Samsung Electronics;407;4
LG K22; LG Electronics;315;4
Samsung Galaxy A3/Duos; Samsung Electronics;407;5
Xiaomi Mi 10/Pro; Xiaomi;366;3
BlackBerry Motion; BlackBerry Mobile;383;4
ZTE Blade V; ZTE;360;2
BlackBerry KeyOne; BlackBerry Mobile;346;3
ZTE Blade C V807; ZTE;229;2
LG K22; LG Electronics;315;9
HTC Salsa; HTC;257;1
OnePlus 8 Pro; OnePlus;390;6
Samsung Galaxy S6 Edge+; Samsung Electronics;434;2
BlackBerry Aurora; BlackBerry Mobile;429;8
ZTE Blade G2; ZTE;243;5
Oppo Find; Oppo;334;2
HTC Amaze 4G; HTC;227;7
Xiaomi Mi A3; Xiaomi;253;7
ZTE Blade L2; ZTE;244;4
Xiaomi Mi 10/Pro; Xiaomi;366;2
LG Velvet; LG Electronics;496;2
OnePlus Nord N10 5G; OnePlus;414;7
ZTE Blade G/Lux; ZTE;400;2
ZTE Blade V; ZTE;360;5
HTC One X/XL; HTC;352;4
HTC Rhyme; HTC;201;7
HTC Evo 3D; HTC;248;4
ZTE Blade Q/Maxi/Mini; ZTE;374;2
HTC One S C2; HTC;462;7
ZTE Director; ZTE;432;5
Xiaomi Mi 9T Pro; Xiaomi;430;1
HTC Desire V; HTC;359;7
ZTE Blade Q/Maxi/Mini; ZTE;374;6
HTC Sensation XL; HTC;309;3
Samsung Galaxy A9 (2016); Samsung Electronics;300;2
HTC One S C2; HTC;462;2
Moto E (2nd generation); Motorola Mobility;358;6
OnePlus 9; OnePlus;386;3
Oppo Find; Oppo;334;2
Samsung Galaxy Xcover 3; Samsung Electronics;473;8
HTC One V; HTC;240;6
BlackBerry Motion; BlackBerry Mobile;383;1
Samsung Galaxy A7/Duos; Samsung Electronics;426;8
OnePlus 8; OnePlus;283;6
Samsung Galaxy Xcover 3; Samsung Electronics;473;4
OnePlus Nord; OnePlus;425;1
LG K31; LG Electronics;270;1
OnePlus Nord; OnePlus;425;4
HTC Desire C; HTC;199;2
BlackBerry KeyOne; BlackBerry Mobile;346;7
ZTE Blade III Pro; ZTE;234;5
HTC Explorer; HTC;396;5
HTC One S C2; HTC;462;8
Samsung Galaxy A3/Duos; Samsung Electronics;407;4
HTC One S C2; HTC;462;8
BlackBerry KeyOne; BlackBerry Mobile;346;3
HTC Amaze 4G; HTC;227;8
Moto X Style; Motorola Mobility;232;8
OnePlus 8 Pro; OnePlus;390;2
Xiaomi Mi 9/SE; Xiaomi;471;2
Xiaomi Mi Note 10/Pro; Xiaomi;234;7
LG Stylo 6; LG Electronics;397;5
Samsung Galaxy A5; Samsung Electronics;428;1
Moto E (1st generation); Motorola Mobility;353;3
HTC Desire V; HTC;359;9
ZTE Blade S6; ZTE;219;1
LG K22; LG Electronics;315;3
OnePlus 9; OnePlus;386;4
HTC One X/XL; HTC;352;7
HTC Desire V; HTC;359;8
ZTE Blade C V807; ZTE;229;2
Samsung Galaxy S7/Edge; Samsung Electronics;373;1
Moto X (2nd generation); Motorola Mobility;286;3
BlackBerry Motion; BlackBerry Mobile;383;9
ZTE Blade C V807; ZTE;229;8
Samsung Galaxy A5; Samsung Electronics;428;4
HTC Explorer; HTC;396;4
Moto G (2nd generation); Motorola Mobility;206;7
Moto X Play; Motorola Mobility;437;3
LG Stylo 6; LG Electronics;397;1
HTC Evo 3D; HTC;248;8
HTC One X/XL; HTC;352;1
HTC Droid Incredible 4G LTE; HTC;290;6
HTC Rhyme; HTC;201;4
Motorola Droid Turbo; Motorola Mobility;444;4
BlackBerry Key2; BlackBerry Mobile;247;7
Samsung Galaxy Xcover 3; Samsung Electronics;473;3
HTC Droid Incredible 4G LTE; HTC;290;7
HTC One V; HTC;240;8
OnePlus Nord N100; OnePlus;397;5
Xiaomi Mi 9 Lite; Xiaomi;417;4
ZTE Blade Q/Maxi/Mini; ZTE;374;9
LG Velvet; LG Electronics;496;2
Pixel 4a; Google;289;7
HTC Raider 4G; HTC;286;3
OnePlus 7T; OnePlus;341;1
LG K42/K71; LG Electronics;416;6
Samsung Galaxy A5; Samsung Electronics;428;5
Pixel 3/XL; Google;272;6
Motorola Droid Turbo; Motorola Mobility;444;2
HTC Explorer; HTC;396;7
Xiaomi Mi 9T Pro; Xiaomi;430;6
BlackBerry KeyOne; BlackBerry Mobile;346;3
Samsung Galaxy A5 Duos; Samsung Electronics;200;4
HTC Salsa; HTC;257;6
Samsung Galaxy Note 5; Samsung Electronics;254;1
ZTE Blade III Pro; ZTE;234;4
ZTE Blade S6; ZTE;219;8
BlackBerry Aurora; BlackBerry Mobile;429;9
Xiaomi Mi MIX 3 5G; Xiaomi;396;3
Xiaomi Mi 9/SE; Xiaomi;471;2
HTC Salsa; HTC;257;6
HTC Rhyme; HTC;201;5
OnePlus Nord; OnePlus;425;4
OnePlus 8 Pro; OnePlus;390;3
Oppo Find; Oppo;334;8
Samsung Galaxy S6 Edge+; Samsung Electronics;434;1
OnePlus Nord N100; OnePlus;397;2
ZTE Blade G2; ZTE;243;5
Xiaomi Mi 10/Pro; Xiaomi;366;6
Samsung Galaxy A7/Duos; Samsung Electronics;426;6
Samsung Galaxy A5; Samsung Electronics;428;5
OnePlus 8; OnePlus;283;3
LG K31; LG Electronics;270;6
HTC Explorer; HTC;396;2
Xiaomi Mi 10/Pro; Xiaomi;366;1
Moto E3; Motorola Mobility;341;3
Samsung Galaxy Note Edge; Samsung Electronics;264;2
LG Q61; LG Electronics;326;7
ZTE Director; ZTE;432;7
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;1
Samsung Galaxy Note Edge; Samsung Electronics;264;4
BlackBerry Motion; BlackBerry Mobile;383;1
OnePlus 8; OnePlus;283;7
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;2
HTC Explorer; HTC;396;1
HTC One X/XL; HTC;352;2
Moto X Style; Motorola Mobility;232;6
ZTE Blade S6; ZTE;219;6
LG Q92 5G; LG Electronics;216;9
Samsung Galaxy A5; Samsung Electronics;428;8
OnePlus 8; OnePlus;283;1
Pixel 3a/XL; Google;365;9
LG K22; LG Electronics;315;8
OnePlus 9 Pro; OnePlus;483;7
BlackBerry KeyOne; BlackBerry Mobile;346;5
HTC Evo 4G LTE; HTC;477;8
ZTE Blade G2; ZTE;243;8
HTC Sensation XL; HTC;309;4
ZTE Blade G V880G; ZTE;274;3
BlackBerry Key2; BlackBerry Mobile;247;8
LG Q61; LG Electronics;326;6
Pixel 3a/XL; Google;365;1
Moto X Style; Motorola Mobility;232;5
Pixel 5; Google;408;3
Moto G (3rd generation); Motorola Mobility;206;2
LG K42/K71; LG Electronics;416;9
BlackBerry KeyOne; BlackBerry Mobile;346;3
ZTE Blade V; ZTE;360;4
Pixel 3/XL; Google;272;4
Samsung Galaxy S7/Edge; Samsung Electronics;373;8
Moto G (2nd generation); Motorola Mobility;206;8
BlackBerry Key2; BlackBerry Mobile;247;6
LG Q61; LG Electronics;326;3
ZTE Blade G V880G; ZTE;274;9
HTC One S C2; HTC;462;2
HTC One S; HTC;317;4
LG Stylo 6; LG Electronics;397;4
HTC Desire V; HTC;359;8
OnePlus Nord N100; OnePlus;397;5
OnePlus 7T Pro; OnePlus;329;9
LG K42/K71; LG Electronics;416;7
OnePlus Nord N100; OnePlus;397;2
HTC Salsa; HTC;257;5
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;2
OnePlus 7T; OnePlus;341;8
ZTE Blade Q/Maxi/Mini; ZTE;374;4
LG K31; LG Electronics;270;7
Moto X Style; Motorola Mobility;232;9
ZTE Blade G2; ZTE;243;1
Xiaomi Mi 9T; Xiaomi;388;7
HTC Desire VC; HTC;360;3
ZTE Blade Q/Maxi/Mini; ZTE;374;9
Samsung Galaxy A8/Duos; Samsung Electronics;402;4
Moto G (3rd generation); Motorola Mobility;206;4
Samsung Galaxy A5; Samsung Electronics;428;8
Samsung Galaxy Note 5; Samsung Electronics;254;7
HTC Explorer; HTC;396;6
OnePlus 7T; OnePlus;341;4
BlackBerry Motion; BlackBerry Mobile;383;1
Xiaomi Black Shark 2 Pro; Xiaomi;346;2
OnePlus Nord N10 5G; OnePlus;414;6
LG Stylo 6; LG Electronics;397;1
Samsung Galaxy A9 (2016); Samsung Electronics;300;6
OnePlus 8; OnePlus;283;2
OnePlus 9 Pro; OnePlus;483;7
Xiaomi Mi 10/Pro; Xiaomi;366;2
Pixel 4a; Google;289;5
Xiaomi Black Shark 2 Pro; Xiaomi;346;6
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;3
Xiaomi Mi 9T Pro; Xiaomi;430;3
HTC One S C2; HTC;462;5
ZTE Blade Vec 3G/4G; ZTE;447;2
Pixel 4a; Google;289;1
ZTE Blade G/Lux; ZTE;400;6
Samsung Galaxy A8/Duos; Samsung Electronics;402;7
LG K42/K71; LG Electronics;416;3
Xiaomi Mi MIX 3 5G; Xiaomi;396;7
Pixel 5; Google;408;4
Pixel 4a; Google;289;2
Xiaomi Mi MIX 3 5G; Xiaomi;396;7
Moto G (3rd generation); Motorola Mobility;206;5
Pixel 3a/XL; Google;365;7
OnePlus Nord N100; OnePlus;397;7
OnePlus 7T Pro; OnePlus;329;2
OnePlus Nord N10 5G; OnePlus;414;6
ZTE Blade III Pro; ZTE;234;3
Samsung Galaxy A9 (2016); Samsung Electronics;300;9
ZTE Blade G2; ZTE;243;6
LG Stylo 6; LG Electronics;397;6
Pixel 2/XL; Google;347;1
OnePlus 9 Pro; OnePlus;483;8
ZTE Blade Vec 3G/4G; ZTE;447;4
HTC Droid Incredible 4G LTE; HTC;290;1
OnePlus 9 Pro; OnePlus;483;7
HTC Explorer; HTC;396;1
ZTE Blade Vec 3G/4G; ZTE;447;3
HTC One V; HTC;240;4
BlackBerry Key2; BlackBerry Mobile;247;3
ZTE Blade C V807; ZTE;229;8
Pixel 4a (5G); Google;469;5
Pixel 4a; Google;289;1
OnePlus Nord N10 5G; OnePlus;414;4
HTC Desire VC; HTC;360;6
